index,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm,accommodates,elev,entire_home_apt,hotel_room,private_room,shared_room
31756,34118142,Appart Atelier Verriere Paris 11 +vélo,22788829,Nathalie,Popincourt,48.85615,2.37578,Entire home/apt,119,3,23,1,302,7,2,False,1,0,0,0
31760,34123704,Deux pièces 31m2 au pied du Panthéon / Paris 5ème,24624847,Pierre,Panthéon,48.84708,2.34215,Entire home/apt,120,7,0,1,138,0,2,False,1,0,0,0
31762,34132389,"Superior room-23sqm,Breakfast incl, Champs-Elysées",16708618,Hotel Duret,Passy,48.87564,2.28777,Hotel room,225,1,0,5,155,0,2,False,0,1,0,0
31765,34134345,Situation géographique exceptionnelle !,42820196,Herve,Batignolles-Monceau,48.88697,2.29681,Entire home/apt,150,5,1,1,161,0,4,False,1,0,0,0
31767,34136874,Studio avec canapé lit et douche à l’italienne,16607814,Alexandra,Buttes-Montmartre,48.88477,2.3523,Entire home/apt,65,5,6,2,321,0,2,False,1,0,0,0
31769,34139404,Pretty Appartement In Paris for you near Bercy,257757549,Aline,Reuilly,48.83479,2.39096,Entire home/apt,69,365,3,1,275,0,2,False,1,0,0,0
31773,34140657,Studio Odéon,71810585,Béatrice,Luxembourg,48.84945,2.34116,Entire home/apt,30,90,0,2,265,0,1,False,1,0,0,0
31774,34141360,Contemporary & fresh 1BR in the 6th (Veeve),33889201,Veeve,Luxembourg,48.85481,2.34056,Entire home/apt,668,1,4,209,59,1,4,False,1,0,0,0
31775,34141602,"Charming apartment, near Gare de l'Est",291007369,Luckey,Entrepôt,48.87801,2.35556,Entire home/apt,90,3,18,500,1,0,4,False,1,0,0,0
31776,34142351,"★ Cocon calme, élégant & design / Notre-Dame ★",311372920,Maxime,Panthéon,48.85049,2.34761,Entire home/apt,180,30,13,20,249,5,2,False,1,0,0,0
31778,34143601,Charmant Appartement - Square Gardette,130807134,Mahaut,Popincourt,48.86177,2.37959,Entire home/apt,109,1,9,1,80,9,4,False,1,0,0,0
31779,34144448,"Appartement entier, ambiance bohémienne",107117920,Garance,Vaugirard,48.84274,2.29192,Entire home/apt,43,2,15,1,191,5,2,False,1,0,0,0
31783,34146010,YOUR HOME FROM HOME NEAR INVALIDES-EIFFEL TOWER,257800737,Jean-René,Vaugirard,48.84509,2.31594,Entire home/apt,390,3,10,1,268,2,4,False,1,0,0,0
31784,34147334,Cosy flat in saint germain - le bon marché,17037121,My BNB Manager,Palais-Bourbon,48.84767,2.31882,Entire home/apt,175,2,65,173,348,29,4,False,1,0,0,0
31786,34148641,La Bastille - Cosy design 1BR/4P apartment,18131643,Jordan,Popincourt,48.86097,2.37888,Entire home/apt,135,1,129,5,351,65,4,False,1,0,0,0
31787,34148909,Studio Proche Marais et république.,8665714,Mickael & Elisa,Popincourt,48.86545,2.36886,Entire home/apt,90,31,3,1,261,0,1,False,1,0,0,0
31788,34149256,"Lovely 1 bedroom, 300m from Eiffel Tower",21774399,Anael Et Natacha,Palais-Bourbon,48.85806,2.30135,Entire home/apt,35,30,7,4,278,1,2,False,1,0,0,0
31793,34163057,"Superbe studio neuf, Paris 13",254349103,Charles,Gobelins,48.82455,2.34967,Entire home/apt,85,14,0,1,253,0,2,False,1,0,0,0
31795,34165773,RD1 Amazing App BLUE NIGHTS SEBASTOPOL LE MARAIS,108711230,Yoni,Entrepôt,48.8696,2.3539,Entire home/apt,253,1,34,27,353,12,12,False,1,0,0,0
31799,34173753,"Smart duplex flat 5&6th floor, with a big balcony",256810482,Benedicte,Opéra,48.88032,2.34881,Entire home/apt,200,5,2,1,253,0,4,False,1,0,0,0
31801,34176040,Nid d'amour vue tour Eiffeil & toit de Paris,12310642,Allan,Passy,48.8672,2.27874,Entire home/apt,170,3,7,2,331,0,2,False,1,0,0,0
31802,34176049,Paris Center # La Grand halle La Villete#Concert,221816312,Tina,Buttes-Chaumont,48.88978,2.38601,Shared room,20,3,5,9,275,0,3,False,0,0,0,1
31807,34190020,Appart 4 personnes a 100 m de la butte aux cailles,258137248,Mohamed,Gobelins,48.82347,2.34964,Entire home/apt,100,3,2,2,330,0,4,False,1,0,0,0
31810,34191647,Twin room facing the Invalides' Dôme,97084820,Carine,Palais-Bourbon,48.85318,2.31023,Hotel room,126,1,1,8,363,1,2,False,0,1,0,0
31811,34191648,"Facing the Invalides, Double Executive Room",97084820,Carine,Palais-Bourbon,48.85438,2.30835,Hotel room,391,1,0,8,216,0,2,False,0,1,0,0
31812,34191650,Chambre Double Privilège,97084820,Carine,Palais-Bourbon,48.85436,2.30974,Hotel room,162,1,0,8,294,0,2,False,0,1,0,0
31813,34191653,Enjoy a great view of the Invalide's Dôme,97084820,Carine,Palais-Bourbon,48.85425,2.30987,Hotel room,162,1,0,8,295,0,3,False,0,1,0,0
31814,34191655,Family room 5 people,97084820,Carine,Palais-Bourbon,48.85409,2.30816,Hotel room,477,1,0,8,55,0,5,False,0,1,0,0
31815,34191865,Bastille Duplex - 2 bedrooms,58150,Vinicius Parisian,Popincourt,48.85268,2.38002,Entire home/apt,185,4,13,20,191,6,5,False,1,0,0,0
31816,34191892,Bright & contemporary 2BR home in the 16th (Veeve),33889201,Veeve,Passy,48.84674,2.26047,Entire home/apt,570,1,3,209,1,0,4,False,1,0,0,0
31817,34192932,Hotel Boronali *** - Triple Room in Montmartre,98087989,Arthur,Buttes-Montmartre,48.88869,2.34793,Hotel room,296,1,7,4,338,0,3,False,0,1,0,0
31818,34193215,Boudoir Room,207741578,Florian,Panthéon,48.83795,2.34929,Hotel room,213,1,0,8,347,0,2,False,0,1,0,0
31819,34193221,Deluxe Room with Pool and sauna access,207741578,Florian,Panthéon,48.83795,2.34929,Hotel room,245,1,1,8,348,0,2,False,0,1,0,0
31820,34193223,Suite Edmond with Pool and sauna access,207741578,Florian,Panthéon,48.83795,2.34929,Hotel room,357,1,0,8,340,0,3,False,0,1,0,0
31821,34193225,Suite Alexandre,207741578,Florian,Panthéon,48.83795,2.34929,Hotel room,341,1,1,8,269,0,4,False,0,1,0,0
31822,34193228,Room with pool & sauna access,207741578,Florian,Panthéon,48.83879,2.34837,Hotel room,205,1,5,8,349,0,2,False,0,1,0,0
31823,34193230,Suite Mercedes with pool and sauna access,207741578,Florian,Panthéon,48.83884,2.34887,Hotel room,293,1,3,8,260,0,3,False,0,1,0,0
31824,34193231,Haydee Suite pool & sauna access,207741578,Florian,Panthéon,48.83795,2.34929,Hotel room,325,1,2,8,266,0,3,False,0,1,0,0
31826,34193968,Hotel Boronali *** - Superior room in Montmartre,98087989,Arthur,Buttes-Montmartre,48.88869,2.34793,Hotel room,136,1,16,4,363,0,2,False,0,1,0,0
31828,34194880,Magnificent apartment in the upper Marais,258168450,Nelly,Temple,48.86517,2.36208,Entire home/apt,439,7,0,1,343,0,4,False,1,0,0,0
31834,34198577,Coeur de Montmartre ** Studio Romantique **  2 P,2701083,Aurelia,Buttes-Montmartre,48.88532,2.34159,Entire home/apt,79,2,60,1,27,5,2,False,1,0,0,0
31835,34198598,Sofa bed in Paris 16,35203200,Xingchen,Passy,48.85469,2.27159,Shared room,41,1,26,1,347,0,2,False,0,0,0,1
31837,34200435,"2 Studios, 300m Tour Eiffel",21774399,Anael Et Natacha,Palais-Bourbon,48.85993,2.30158,Entire home/apt,70,30,0,4,140,0,4,False,1,0,0,0
31838,34200489,Logement entier cocon de douceur sur les toits de Montmartre vue Tour Eiffel,7712031,Laure,Batignolles-Monceau,48.88299,2.32414,Private room,154,3,58,1,205,13,2,False,0,0,1,0
31840,34200953,Cosy Studio in the heart of Golden Triangle !,7480015,Remy,Élysée,48.86768,2.30489,Entire home/apt,90,1,112,4,347,20,2,False,1,0,0,0
31841,34204297,Appart style loft heart of Paris - Upper Marais,22983477,Marion,Temple,48.86178,2.36485,Entire home/apt,90,10,7,1,52,2,3,True,1,0,0,0
31842,34205788,"Charming 1 bed studio, 300m from Eiffel Tower",21774399,Anael Et Natacha,Palais-Bourbon,48.85894,2.30244,Private room,35,30,5,4,140,1,2,False,0,0,1,0
31843,34208870,STUDIO - Near Eiffel Tower / Fancy Neighborhood,225728865,Edouard,Passy,48.86627,2.27345,Entire home/apt,45,365,8,1,90,3,2,False,1,0,0,0
31844,34212214,Modifier l'annonce,15890894,Claire,Bourse,48.86659,2.34314,Entire home/apt,270,30,0,4,158,0,4,False,1,0,0,0
31845,34213084,Près de la Tour Eiffel !,81434000,Ioana,Vaugirard,48.85042,2.28761,Entire home/apt,66,3,59,1,10,13,2,False,1,0,0,0
31846,34213362,2 pièces-terrasse Tour Eiffel  Paris 16 Trocadéro,1194261,Rod-Iv,Passy,48.86507,2.28321,Entire home/apt,90,275,3,4,180,1,4,False,1,0,0,0
31847,34214665,"Très Joli Appartement de 60m2, très bien desservi.",11414251,Guy,Gobelins,48.81971,2.3623,Entire home/apt,144,2,87,1,345,11,6,False,1,0,0,0
31848,34215215,Appartement Parisien- Père Lachaise,175031496,Virginie,Ménilmontant,48.86379,2.40295,Entire home/apt,60,5,23,2,345,6,2,False,1,0,0,0
31849,34215361,2 chambres sous les toits quartier latin,27748837,Marie,Panthéon,48.84942,2.35226,Entire home/apt,150,2,17,1,45,1,3,False,1,0,0,0
31852,34218638,Bright studio in famous discrict. Studio Clair.,258339009,Emmanuel,Bourse,48.86982,2.33601,Entire home/apt,73,1,39,1,1,26,2,True,1,0,0,0
31854,34219679,Tour Eiffel - Vaugirard - Parc des Expo Versailles,258346677,Carole,Vaugirard,48.83333,2.29293,Entire home/apt,80,1,50,2,81,17,4,False,1,0,0,0
31855,34220095,Beautiful Lincoln apartment,12893086,Awni,Élysée,48.87057,2.30208,Entire home/apt,270,3,2,7,300,2,3,True,1,0,0,0
31858,34222738,Boutique hotel luxembourg,25618580,Nicole,Gobelins,48.83693,2.34766,Entire home/apt,85,1,0,4,260,0,6,False,1,0,0,0
31859,34223719,Bel appartement quartier charmant proche T.Eiffel,32396025,Nathalie,Vaugirard,48.84582,2.29511,Entire home/apt,78,2,37,1,7,5,2,True,1,0,0,0
31860,34223976,2 bedrooms Apartment behind Montmartre in the 18th,50370765,Vincent,Buttes-Montmartre,48.89456,2.34929,Entire home/apt,90,365,1,2,88,0,4,False,1,0,0,0
31862,34225393,Amazing 2 rms Clignancourt view Sacred Heart,130909060,Merci Alice,Buttes-Montmartre,48.88522,2.34629,Entire home/apt,115,30,6,25,221,2,4,True,1,0,0,0
31864,34227778,Havre de paix lumineux à Montmartre -Bail mobilité,10944472,Zouhir,Buttes-Montmartre,48.89131,2.32863,Entire home/apt,75,365,18,1,291,7,3,False,1,0,0,0
31866,34228985,APPARTEMENT A LOUER: DUREE DE 1JOUR  A 15 JOURS,257802475,Marie-Dominique,Passy,48.85505,2.27084,Entire home/apt,90,2,18,1,336,5,2,False,1,0,0,0
31867,34229491,2 Bedroom Apartment in the 16th District of Paris,38599334,Camila,Passy,48.84433,2.25956,Entire home/apt,150,3,20,1,75,6,4,False,1,0,0,0
31868,34229832,Appartement cosy à deux pas du canal de l'Ourcq,59142129,Maud,Buttes-Chaumont,48.88567,2.36859,Entire home/apt,79,20,3,1,1,0,2,False,1,0,0,0
31869,34230735,"Pied à terre à Bagatelle, Neuilly sur Seine",65545387,Fiona,Passy,48.87445,2.25311,Entire home/apt,95,7,0,1,355,0,2,False,1,0,0,0
31871,34239044,Chambre très calme avec salle de bain privative,9141119,Cyrille,Opéra,48.87793,2.33935,Private room,81,3,10,2,160,0,2,False,0,0,1,0
31872,34240633,Cute flat in Butte aux Cailles - bail mobilité,258504398,Danielle,Gobelins,48.82741,2.35293,Entire home/apt,55,30,1,1,177,0,4,False,1,0,0,0
31879,34245324,jolie studio  en plein cœur de paris,258549524,Ibtissem,Vaugirard,48.84701,2.29557,Entire home/apt,95,2,7,1,357,0,2,False,1,0,0,0
31880,34248192,Trocadéro charming flat with garden view,16995749,Claire,Passy,48.85592,2.27242,Entire home/apt,103,2,27,2,339,4,4,False,1,0,0,0
31882,34249635,Cozy apartment-3 P-Arc de Triomphe/Champs-Elysées,123059355,Charles,Passy,48.86841,2.28677,Entire home/apt,207,3,16,1,269,0,4,False,1,0,0,0
31885,34251449,Cosy flat  Montparnasse /Saint-Germain-des-Prés,253468972,Marie,Observatoire,48.8303,2.32649,Entire home/apt,90,2,60,2,330,17,4,False,1,0,0,0
31888,34261369,"Très joli 2 pièces , charme de l’ancien
15 ème",7200593,Aurélie,Vaugirard,48.83547,2.28587,Entire home/apt,70,30,6,1,123,2,2,False,1,0,0,0
31890,34262714,Loft Duplex design dans une ancienne imprimerie. Paris proche Pte de Versailles.,204676056,Law,Vaugirard,48.8379,2.29294,Entire home/apt,226,2,29,19,341,3,3,False,1,0,0,0
31892,34264198,"Appart refait a neuf,  Parc des Buttes-Chaumont",24579331,Miguel+Alex+Emilien,Buttes-Chaumont,48.87751,2.37907,Entire home/apt,61,2,113,3,4,52,2,False,1,0,0,0
31893,34265006,3 bedrooms with terrace,4171729,Lia,Batignolles-Monceau,48.892887,2.313649,Entire home/apt,200,3,9,1,27,3,6,True,1,0,0,0
31895,34265158,Artist studio at Montmatre,227476943,Michel-Louis,Buttes-Montmartre,48.88414,2.33768,Entire home/apt,100,1,127,1,19,44,4,False,1,0,0,0
31896,34265530,Chambre Classique avec douche,258712779,Virginie,Palais-Bourbon,48.85597,2.32309,Hotel room,196,1,0,6,346,0,2,False,0,1,0,0
31897,34265534,Chambre Classique avec bain,258712779,Virginie,Palais-Bourbon,48.85448,2.32323,Hotel room,216,1,0,6,357,0,2,False,0,1,0,0
31898,34265536,Chambre supérieure,258712779,Virginie,Palais-Bourbon,48.85358,2.32318,Hotel room,236,1,0,6,358,0,2,False,0,1,0,0
31899,34265537,Suite Junior,258712779,Virginie,Palais-Bourbon,48.85382,2.3233,Hotel room,316,1,0,6,300,0,3,False,0,1,0,0
31900,34265538,Chambres communicantes,258712779,Virginie,Palais-Bourbon,48.85594,2.325,Hotel room,408,1,0,6,352,0,4,False,0,1,0,0
31901,34265542,Chambres Adjacentes,258712779,Virginie,Palais-Bourbon,48.8542,2.32309,Hotel room,408,1,0,6,351,0,4,False,0,1,0,0
31903,34268292,CHARME ET AUTHENTICITÉ À LA PARISIENNE,9694065,Melody,Opéra,48.87711,2.34013,Entire home/apt,110,365,0,1,179,0,2,False,1,0,0,0
31906,34270569,Appartement 90m² 2Ch cœur Marais bail mobilité,258744315,Thomas,Temple,48.86379,2.36191,Entire home/apt,186,60,0,5,173,0,4,False,1,0,0,0
31907,34271704,Le Bonheur réside ici!,258751154,Laura,Ménilmontant,48.86532,2.39569,Entire home/apt,61,3,34,1,191,13,2,False,1,0,0,0
31916,34278919,Very central & typical parisian duplex,2867760,Antoinette,Bourse,48.86988,2.35066,Entire home/apt,100,2,8,1,2,2,4,False,1,0,0,0
31917,34279150,Appartement calme et moderne au Jardin des Plantes,9089586,Matthieu,Panthéon,48.84308,2.34953,Entire home/apt,70,3,5,1,191,5,3,False,1,0,0,0
31918,34280719,"Charming Studio, Paris 13th",15346747,Jean-Marc,Gobelins,48.82513,2.37279,Entire home/apt,53,3,38,1,191,8,2,False,1,0,0,0
31920,34281742,Tour Eiffel à 5/10 minutes pour cet appartement.,258819663,Hervé,Vaugirard,48.84875,2.28971,Entire home/apt,110,5,15,1,39,0,4,False,1,0,0,0
31922,34282435,cosy flat in the heart of Paris,8961722,Philippe,Panthéon,48.84308,2.35157,Entire home/apt,95,3,7,1,173,0,2,False,1,0,0,0
31923,34292941,Sunny designer flat at Canal Saint Martin,5692398,Ben,Entrepôt,48.87194,2.36986,Entire home/apt,130,3,13,1,1,2,2,False,1,0,0,0
31924,34293785,Flat  near Eiffel tower (Balcony),2625121,Sam,Vaugirard,48.85194,2.28987,Entire home/apt,95,30,48,2,68,14,3,False,1,0,0,0
31925,34294006,Un cocon à Montmartre,90744661,Pasquale,Buttes-Montmartre,48.88511,2.33509,Entire home/apt,55,4,16,1,255,1,2,False,1,0,0,0
31929,34295818,"Studio meublé, très bien placé BAIL DE MOBILITÉ",258928418,Wiliam,Élysée,48.88016,2.32608,Entire home/apt,30,30,9,2,191,5,1,False,1,0,0,0
31931,34298068,Vivre sur l’eau au cœur de paris,31851588,Isabelle Et Aymeric,Reuilly,48.83923,2.37457,Private room,85,2,197,1,1,56,4,False,0,0,1,0
31933,34302638,"ST GERMAINS DES PRES, LUXEMBOURG, Bon MARCHÉ",10190719,Abittan,Luxembourg,48.85119,2.32821,Entire home/apt,250,3,18,1,54,1,4,False,1,0,0,0
31934,34304535,"Canalitto, Studio/ 1 Sdb, 2 personnes",7642792,Ludovic,Entrepôt,48.87211,2.36855,Entire home/apt,32,91,0,193,56,0,2,False,1,0,0,0
31936,34304645,Modern eclectic duplex Canal Saint Martin *30% off,3342960,Alyssa,Entrepôt,48.88241,2.3665,Entire home/apt,110,2,23,1,1,11,2,False,1,0,0,0
31937,34305723,T2 Ideal Cosy appartment Central Paris,89158789,Léa,Bourse,48.86574,2.35197,Entire home/apt,110,1,15,1,72,1,2,False,1,0,0,0
31938,34306559,Charming flat on Montorgueil pedestrian street,258910668,Alex,Bourse,48.86507,2.347,Entire home/apt,219,4,2,1,98,0,4,False,1,0,0,0
31940,34307664,"Mademoiselle Paris: Tranquil, Elegant, Hip",259002657,Sonia,Palais-Bourbon,48.86042,2.30604,Entire home/apt,358,1,12,1,344,1,4,False,1,0,0,0
31942,34308355,Appartement calme et lumineux 14eme Paris,19035624,Laborde,Observatoire,48.83231,2.33528,Entire home/apt,140,3,10,1,70,0,4,False,1,0,0,0
31943,34309812,Studio Aboukir 2 Studio-en Ville,230458490,Rene,Bourse,48.8681,2.35107,Entire home/apt,100,1,0,11,148,0,4,False,1,0,0,0
31944,34309838,Studio Aboukir 3 Studio-en Ville,230458490,Rene,Bourse,48.86971,2.34947,Entire home/apt,97,1,1,11,177,0,4,False,1,0,0,0
31945,34309862,Studio Aboukir 4 Studio-en Ville-,230458490,Rene,Bourse,48.86978,2.35025,Entire home/apt,115,1,2,11,182,0,4,False,1,0,0,0
31946,34310010,Studio Poisson 3 Studio-Confort,230458490,Rene,Bourse,48.86955,2.34743,Entire home/apt,106,1,0,11,127,0,4,False,1,0,0,0
31947,34310013,Studio Poisson 4 Studio-Classique,230458490,Rene,Bourse,48.87015,2.34699,Entire home/apt,88,1,0,11,119,0,4,False,1,0,0,0
31948,34310079,Studio Poisson 5 Studio-Confort,230458490,Rene,Opéra,48.87142,2.34784,Entire home/apt,89,1,0,11,151,0,4,False,1,0,0,0
31949,34310122,Apartment Aboukir 1 Studio-en Ville,230458490,Rene,Bourse,48.86954,2.34923,Entire home/apt,104,1,1,11,217,0,4,False,1,0,0,0
31951,34314543,Studio Poisson 1 Studio-en Ville,230458490,Rene,Entrepôt,48.87142,2.34793,Entire home/apt,85,1,0,11,307,0,4,False,1,0,0,0
31952,34315031,Charming and cosy flat in Paris,54628495,Pauline,Ménilmontant,48.86377,2.40071,Entire home/apt,32,4,24,1,191,9,2,False,1,0,0,0
31953,34321219,Studio Poisson 2 Studio-en Ville,230458490,Rene,Bourse,48.86987,2.34926,Entire home/apt,107,1,1,11,268,1,4,False,1,0,0,0
31955,34323478,"Ile St Louis, fabulous VIP Loft 2300 sq ft with AC",3639820,Nicolas,Hôtel-de-Ville,48.8518,2.35971,Entire home/apt,950,4,5,1,340,1,8,False,1,0,0,0
31956,34323742,"Paris on water, beau studio avec vue",169902696,Hélène,Buttes-Chaumont,48.88577,2.37405,Entire home/apt,60,5,2,1,4,0,2,True,1,0,0,0
31957,34325851,studette saisonnière à paris 75015,259144545,Ridha,Vaugirard,48.83529,2.291,Entire home/apt,50,3,27,1,320,9,2,False,1,0,0,0
31958,34326028,Charmant studio dans le 18e,18975804,Mathilde,Buttes-Montmartre,48.89091,2.32761,Entire home/apt,100,3,12,1,88,0,2,False,1,0,0,0
31961,34327148,Appartement calme et lumineux,60620287,Louise,Buttes-Montmartre,48.88784,2.35822,Entire home/apt,85,2,6,1,77,0,2,False,1,0,0,0
31963,34328202,Lovely room in city centre district of Paris,76059778,Caroline,Batignolles-Monceau,48.88664,2.32061,Private room,48,2,69,1,9,2,2,False,0,0,1,0
31965,34328908,Cosy 1 bedroom flat - mobility lease required,149911131,David,Popincourt,48.85876,2.38083,Entire home/apt,40,30,6,1,83,2,2,False,1,0,0,0
31966,34329219,Appartement à Montmartre/Lovely flat in Montmartre,76279625,Quentin,Buttes-Montmartre,48.89468,2.34732,Entire home/apt,70,2,12,1,51,0,2,False,1,0,0,0
31969,34332032,Studette approx 10m2 Trocadero au rez-de-chaussée.,259193525,Arly Et Fabian,Passy,48.86142,2.28168,Entire home/apt,57,365,0,1,365,0,1,False,1,0,0,0
31972,34332340,Loft espace et lumière à Belleville,20609414,Philippe,Popincourt,48.86785,2.3782,Entire home/apt,195,4,7,1,155,0,6,False,1,0,0,0
31973,34332463,Our home,61227762,鹏,Vaugirard,48.85278,2.29818,Entire home/apt,260,365,2,2,90,0,6,False,1,0,0,0
31976,34333021,Bel appartement de 140 m2 près des Champs Elysées,252617552,Agnès,Élysée,48.87399,2.30802,Entire home/apt,200,3,0,1,65,0,5,False,1,0,0,0
31977,34333531,Large apartment in the center of Paris,184373428,Daphnée,Bourse,48.86742,2.34344,Private room,150,30,9,1,247,0,4,False,0,0,1,0
31978,34335926,Traditional French appartement,44516272,Jean Noël,Batignolles-Monceau,48.8905,2.32508,Private room,80,1,7,1,1,0,2,False,0,0,1,0
31980,34337251,Cosy 32m2 flat in 17th of Paris,258732038,Cyril,Buttes-Montmartre,48.89217,2.328,Entire home/apt,70,365,3,1,69,0,4,False,1,0,0,0
31981,34337308,Grand studio avec balcon proche Montmartre,259232734,Nicolas,Buttes-Montmartre,48.89278,2.35235,Entire home/apt,70,3,16,1,191,5,3,False,1,0,0,0
31986,34347102,Studio av. Victor Hugo,181792034,Roxane,Passy,48.86551,2.2757,Entire home/apt,80,3,2,1,89,2,2,False,1,0,0,0
31987,34348106,Large Bedroom with balcony near OPERA,125144274,Catherine,Opéra,48.87983,2.33736,Private room,60,1,3,3,157,0,2,False,0,0,1,0
31988,34349225,Fabulous Luxury Apartment - Saint-Germain des Près,222375907,Arnaud & Gary,Luxembourg,48.85466,2.33575,Entire home/apt,270,2,11,30,153,0,2,False,1,0,0,0
31989,34350573,Saint Germain des Prés-Notre Dame,259343114,Hawa -  Jacques,Luxembourg,48.8544,2.33924,Entire home/apt,180,2,11,1,178,0,4,False,1,0,0,0
31990,34350670,Charming Place des Vosges,259343616,Pierre,Temple,48.85824,2.36474,Entire home/apt,450,1,0,1,365,0,3,False,1,0,0,0
31991,34350883,Un bel appartement rénové (Sacré-Coeur),22980449,Wassim,Buttes-Montmartre,48.89227,2.35267,Entire home/apt,80,365,0,1,179,0,2,False,1,0,0,0
31992,34352926,Elegant Parisian Loft - Montmartre Center - 153 m²,24929158,Pierre,Buttes-Montmartre,48.88929,2.33848,Entire home/apt,270,6,0,1,181,0,8,False,1,0,0,0
31994,34353198,Studio au coeur du Marais,259357999,Rejane,Temple,48.86261,2.36384,Entire home/apt,70,5,20,1,160,0,2,False,1,0,0,0
31996,34353873,VERNEUIL renewed 1 bedroom close to Musee d'Orsay,5027164,International Home Owners,Palais-Bourbon,48.85924,2.32797,Entire home/apt,95,30,2,74,16,0,3,False,1,0,0,0
31997,34355479,Amazing New 2 Bdrs Flat near Bastille-An Ecoloflat,227131021,Michael,Reuilly,48.85201,2.37281,Entire home/apt,247,3,30,19,327,7,8,True,1,0,0,0
31998,34355483,Superb New 1 Bdr Flat near Bastille - An Ecoloflat,227131021,Michael,Reuilly,48.85201,2.37281,Entire home/apt,186,3,35,19,347,7,5,True,1,0,0,0
31999,34355967,Appartement de charme a proximité de Montmartre,90375125,Alexandre,Opéra,48.88387,2.33215,Entire home/apt,190,365,5,1,87,0,4,False,1,0,0,0
32002,34361344,Studette approx.10m2 Trocadero grand floor,259409431,Arly,Passy,48.86131,2.28277,Entire home/apt,54,30,9,1,285,2,1,False,1,0,0,0
32006,34366068,Studio in Center of Paris,131464433,Paula,Luxembourg,48.85332,2.34364,Entire home/apt,180,365,9,1,365,0,4,True,1,0,0,0
32009,34367140,Beautiful studio for rent near Champs Elysées,43442791,Anicet,Batignolles-Monceau,48.88241,2.31426,Entire home/apt,115,2,40,1,345,0,2,False,1,0,0,0
32011,34376753,Vue exceptionnelle sur la Seine et sur Paris,247165690,Arthur,Vaugirard,48.84806,2.28154,Entire home/apt,206,2,22,1,11,6,4,False,1,0,0,0
32013,34377422,Charming studio in le Marais,259536797,Mia,Temple,48.86006,2.36073,Entire home/apt,79,3,14,1,343,0,2,True,1,0,0,0
32014,34377495,Superbe Apartment 2 bedrooms near  Porte Maillot,93591661,Krystel &Damien,Passy,48.85232,2.24816,Entire home/apt,119,30,0,11,55,0,4,False,1,0,0,0
32015,34377588,High-end loft Paris Center République (nr. Marais),10819530,Didier,Entrepôt,48.86881,2.36137,Entire home/apt,400,3,0,1,365,0,4,False,1,0,0,0
32017,34378053,Charming studio 1 au coeur de Paris,259171867,Checkmyguest,Bourse,48.86979,2.34863,Entire home/apt,99,1,72,5,322,38,3,False,1,0,0,0
32019,34378414,Charmant 2 pièces 40m2 proche Canal Saint Martin,33845104,Hélène,Buttes-Chaumont,48.88437,2.36527,Entire home/apt,85,365,11,1,177,0,4,False,1,0,0,0
32020,34379240,"Studio Paris - Monceau, Champs-Élysées",211537200,Marc,Batignolles-Monceau,48.88049,2.3033,Entire home/apt,74,3,34,1,130,5,2,False,1,0,0,0
32022,34380017,Luxury 3 bedroom 2 bathroom Palace Apartment,156775524,Merveil,Bourse,48.868,2.34556,Entire home/apt,319,2,71,21,265,5,8,False,1,0,0,0
32023,34380468,Recently Renovated Studette Avenue Foch,145646574,S.,Passy,48.87304,2.2857,Entire home/apt,75,2,14,1,158,1,1,False,1,0,0,0
32024,34380482,Studio Poisson 6 Studio-Basic,230458490,Rene,Entrepôt,48.87137,2.34925,Entire home/apt,98,1,0,11,329,0,4,False,1,0,0,0
32025,34380589,Luxury 5 bedroom 3 bathroom Louvre - Notre Dame,156775524,Merveil,Louvre,48.85951,2.34314,Entire home/apt,557,3,13,21,270,5,12,False,1,0,0,0
32026,34381363,Luxury 2 Bdr - Eiffel Tower - Anti-Covid Cleaning,156775524,Merveil,Palais-Bourbon,48.85879,2.29637,Entire home/apt,268,2,68,21,321,16,6,False,1,0,0,0
32028,34382631,Superb T2 - Paris Place de la Bastille - 2 p,5094317,Caroline,Reuilly,48.85147,2.37268,Entire home/apt,105,3,15,1,10,6,2,True,1,0,0,0
32031,34383659,Cute Studio - Saintonge - Marais  - République,59003029,Jean Francois Foncin,Temple,48.86308,2.36322,Entire home/apt,44,180,0,45,1,0,1,False,1,0,0,0
32034,34384648,Charming studio 2 au coeur de Paris,259171867,Checkmyguest,Bourse,48.87026,2.34922,Entire home/apt,98,1,75,5,311,30,3,False,1,0,0,0
32040,34387680,☀️ T2 in ❤️ of Paris 11 - Terrace - 4 people☀️,248040966,Jean-Baptiste,Popincourt,48.86441,2.37789,Entire home/apt,166,2,39,1,36,11,4,True,1,0,0,0
32041,34387835,Superb apartment near Montmartre  - Professional Cleaning,259564859,Alexandre,Opéra,48.87863,2.33893,Entire home/apt,89,1,31,1,191,12,2,True,1,0,0,0
32044,34390600,Charmant appartement - 6e Paris - Quartier latin,259620444,Lara,Luxembourg,48.85283,2.34271,Entire home/apt,130,2,6,1,194,0,4,False,1,0,0,0
32046,34393001,Charmant studio au coeur de Paris,28559204,Alice,Panthéon,48.85116,2.34583,Entire home/apt,80,3,29,1,136,6,2,False,1,0,0,0
